7.6e-08 0 -0.000259298 0 0.394876 0 -0.440958 0 0.0878264 0 -0.0600019
0.000523879 -0.000259298 -0.000200189 0.394876 0.395015 -0.440958 -0.441062 0.0878264 0.0885691 -0.0600019 -0.0598564
0.001739 -0.000259298 -9.10768e-05 0.394876 0.395254 -0.440958 -0.441266 0.0878264 0.0899152 -0.0600019 -0.0594637
0.00298882 -0.000259298 -3.6997e-05 0.394875 0.395502 -0.440958 -0.441204 0.0878265 0.0906179 -0.0600018 -0.0592314
0.00420989 -0.000259297 2.79437e-05 0.394874 0.395862 -0.440959 -0.440951 0.0878267 0.0910741 -0.0600018 -0.0589938
0.00544423 -0.000259297 8.90479e-05 0.394872 0.396293 -0.44096 -0.440558 0.0878269 0.0913294 -0.0600016 -0.0587498
0.00662705 -0.000259296 0.000152121 0.394868 0.39676 -0.440961 -0.44008 0.0878273 0.0914478 -0.0600015 -0.0585036
0.0077986 -0.000259295 0.000214703 0.394864 0.397262 -0.440963 -0.439535 0.0878278 0.0915158 -0.0600013 -0.0582547
0.00899331 -0.000259294 0.000336734 0.39486 0.39822 -0.440966 -0.438378 0.0878284 0.0912873 -0.060001 -0.0577621
0.0101541 -0.000259293 0.000393971 0.394854 0.398619 -0.440968 -0.43784 0.087829 0.0910158 -0.0600008 -0.0575201
0.0113214 -0.000259292 0.000457372 0.394848 0.398911 -0.440972 -0.437399 0.0878298 0.0907029 -0.0600004 -0.0572664
0.0125621 -0.00025929 0.0005229 0.394841 0.39909 -0.440975 -0.437071 0.0878307 0.090386 -0.0600001 -0.0570029
0.0137735 -0.000259288 0.00058988 0.394832 0.399162 -0.440979 -0.436856 0.0878317 0.0900857 -0.0599997 -0.0567353
0.0150589 -0.000259286 0.000660961 0.394823 0.399134 -0.440984 -0.43674 0.0878328 0.0897544 -0.0599992 -0.0564657
0.0165217 -0.000259284 0.000807492 0.394812 0.398816 -0.440989 -0.436797 0.0878341 0.0892196 -0.0599987 -0.0559358
0.018159 -0.000259281 0.000966927 0.394799 0.398261 -0.440996 -0.437135 0.0878357 0.0888538 -0.059998 -0.0554335
0.0193797 -0.000259278 0.00104919 0.394782 0.397947 -0.441004 -0.437367 0.0878377 0.0887954 -0.0599972 -0.0552053
0.0206926 -0.000259275 0.00121252 0.394769 0.397409 -0.441011 -0.437786 0.0878393 0.0888779 -0.0599965 -0.0548287
0.0218836 -0.000259271 0.00129307 0.394753 0.397196 -0.441019 -0.437949 0.0878411 0.0889377 -0.0599957 -0.0546887
0.0230652 -0.000259268 0.00138059 0.394738 0.397042 -0.441026 -0.43806 0.0878429 0.0890147 -0.059995 -0.0545637
0.0242519 -0.000259265 0.00145528 0.394723 0.396949 -0.441034 -0.438113 0.0878448 0.0890748 -0.0599942 -0.0544851
0.0254147 -0.000259261 0.00153176 0.394706 0.396911 -0.441042 -0.438118 0.0878468 0.089134 -0.0599934 -0.0544298
0.0265903 -0.000259258 0.00159517 0.394689 0.396923 -0.44105 -0.438077 0.0878488 0.0891682 -0.0599925 -0.0544142
0.0277437 -0.000259254 0.00165285 0.394671 0.396981 -0.441059 -0.438 0.087851 0.0892089 -0.0599916 -0.0544288
0.0289362 -0.00025925 0.00170903 0.394653 0.397078 -0.441069 -0.437891 0.0878532 0.089235 -0.0599907 -0.0544617
0.0303782 -0.000259245 0.00177627 0.394633 0.3972 -0.441078 -0.437766 0.0878556 0.0892628 -0.0599897 -0.0544851
0.0318815 -0.00025924 0.0018905 0.394607 0.397479 -0.441091 -0.437501 0.0878586 0.0892564 -0.0599884 -0.0545664
0.0331063 -0.000259234 0.0020107 0.39458 0.39776 -0.441105 -0.437271 0.0878619 0.0892656 -0.0599871 -0.054626
0.0343353 -0.000259229 0.0020646 0.394556 0.39787 -0.441116 -0.437194 0.0878647 0.0892539 -0.0599859 -0.0546557
0.035618 -0.000259224 0.00211948 0.394532 0.397945 -0.441129 -0.437161 0.0878677 0.0892372 -0.0599847 -0.0546746
0.0367985 -0.000259218 0.00217823 0.394505 0.397982 -0.441142 -0.437174 0.0878709 0.0892354 -0.0599833 -0.0546764
0.0379528 -0.000259212 0.00230897 0.39448 0.397951 -0.441154 -0.437321 0.0878739 0.0892781 -0.0599821 -0.0546138
0.0391221 -0.000259207 0.00236786 0.394454 0.397892 -0.441167 -0.437444 0.087877 0.0893151 -0.0599808 -0.0545774
0.0403031 -0.000259201 0.0024265 0.394428 0.397815 -0.44118 -0.437585 0.0878802 0.0893697 -0.0599794 -0.0545353
0.0414809 -0.000259195 0.00249385 0.3944 0.39773 -0.441194 -0.437732 0.0878835 0.0894421 -0.0599781 -0.0544722
0.0426976 -0.000259189 0.00261272 0.394371 0.397548 -0.441208 -0.438022 0.0878869 0.0895734 -0.0599766 -0.0543581
0.0438525 -0.000259182 0.00266905 0.394341 0.397459 -0.441223 -0.438158 0.0878906 0.0896371 -0.0599751 -0.0543034
0.0450602 -0.000259176 0.00273397 0.394311 0.39738 -0.441238 -0.438275 0.0878941 0.0897017 -0.0599736 -0.0542358
0.0477212 -0.000259169 0.00284553 0.394279 0.397264 -0.441254 -0.438439 0.087898 0.0897842 -0.059972 -0.0541267
0.048972 -0.000259153 0.00289837 0.394206 0.397228 -0.441291 -0.438488 0.0879068 0.0898148 -0.0599684 -0.0540809
0.0502325 -0.000259145 0.00300394 0.39417 0.397193 -0.441308 -0.438526 0.0879111 0.0898469 -0.0599666 -0.0539958
0.0514946 -0.000259137 0.00306074 0.394133 0.397192 -0.441327 -0.43852 0.0879155 0.0898436 -0.0599647 -0.0539473
0.052678 -0.000259129 0.00311168 0.394095 0.397195 -0.441346 -0.438501 0.0879201 0.0898177 -0.0599628 -0.0539085
0.0538247 -0.000259121 0.00320276 0.394058 0.397214 -0.441364 -0.438439 0.0879245 0.0897452 -0.059961 -0.053852
0.0549735 -0.000259113 0.00324885 0.394022 0.397223 -0.441382 -0.438405 0.0879288 0.0897013 -0.0599592 -0.0538264
0.0561201 -0.000259105 0.0032933 0.393984 0.397227 -0.441401 -0.438375 0.0879333 0.0896591 -0.0599573 -0.053801
0.0572775 -0.000259097 0.0033378 0.393946 0.397226 -0.441419 -0.438352 0.0879378 0.0896167 -0.0599554 -0.0537751
